time,moisture0,moisture1,moisture2,moisture3,moisture4
1254,0.28,0.45,0.53,0.13,0.02
1255,0.28,0.45,0.53,0.13,0.02
1256,0.28,0.46,0.53,0.13,0.02
1257,0.31,0.47,0.53,0.14,0.03
1258,0.28,0.46,0.53,0.12,0.02
1259,0.28,0.45,0.53,0.12,0.02
1260,0.28,0.45,0.53,0.12,0.02
1261,0.29,0.45,0.53,0.12,0.02
1262,0.29,0.46,0.53,0.12,0.02
1263,0.29,0.46,0.53,0.12,0.02
1264,0.29,0.45,0.53,0.12,0.02
1265,0.29,0.45,0.53,0.12,0.02
1266,0.29,0.46,0.53,0.13,0.02
1267,0.29,0.45,0.53,0.16,0.03
1268,0.29,0.45,0.53,0.13,0.02
1269,0.28,0.46,0.53,0.13,0.02
1270,0.28,0.46,0.53,0.13,0.02
1271,0.28,0.46,0.53,0.13,0.02
1272,0.28,0.44,0.53,0.13,0.02
1273,0.28,0.44,0.53,0.13,0.02
1274,0.28,0.45,0.53,0.13,0.02
1275,0.28,0.45,0.53,0.13,0.02
1276,0.28,0.48,0.53,0.13,0.02
1277,0.28,0.47,0.53,0.16,0.02
1278,0.28,0.45,0.53,0.16,0.02
1279,0.28,0.47,0.53,0.16,0.02
1280,0.28,0.46,0.53,0.15,0.02
1281,0.28,0.45,0.53,0.14,0.02
1282,0.28,0.46,0.53,0.14,0.02
1283,0.28,0.47,0.53,0.14,0.02
1284,0.28,0.46,0.53,0.13,0.02
1285,0.28,0.46,0.53,0.13,0.02
1286,0.28,0.47,0.53,0.13,0.02
1287,0.28,0.47,0.53,0.13,0.02
1288,0.3,0.46,0.53,0.13,0.03
1289,0.28,0.48,0.53,0.12,0.02
1290,0.28,0.46,0.53,0.12,0.02
1291,0.28,0.46,0.53,0.12,0.02
1292,0.28,0.47,0.53,0.12,0.02
1293,0.28,0.47,0.53,0.13,0.02
1294,0.28,0.46,0.53,0.13,0.02
1295,0.28,0.47,0.53,0.13,0.02
1296,0.28,0.46,0.53,0.13,0.02
1297,0.28,0.46,0.53,0.13,0.02
1298,0.31,0.47,0.53,0.14,0.03
1299,0.28,0.47,0.53,0.13,0.02
1300,0.28,0.47,0.53,0.13,0.02
1301,0.28,0.47,0.53,0.13,0.02
1302,0.28,0.47,0.53,0.13,0.02
1303,0.28,0.46,0.53,0.13,0.02
1304,0.28,0.47,0.53,0.13,0.02
1305,0.28,0.47,0.53,0.13,0.02
1306,0.28,0.46,0.53,0.13,0.02
1307,0.28,0.47,0.53,0.13,0.02
1308,0.28,0.47,0.53,0.13,0.03
1309,0.28,0.47,0.53,0.13,0.02
1310,0.28,0.46,0.53,0.12,0.02
1311,0.28,0.47,0.53,0.13,0.02
1312,0.28,0.47,0.53,0.12,0.02
1313,0.28,0.47,0.53,0.12,0.02
1314,0.28,0.47,0.53,0.13,0.02
1315,0.28,0.47,0.53,0.13,0.02
1316,0.28,0.46,0.53,0.14,0.02
1317,0.28,0.46,0.53,0.16,0.02
1318,0.28,0.46,0.53,0.16,0.02
1319,0.28,0.46,0.53,0.16,0.02
1320,0.29,0.46,0.53,0.16,0.02
1321,0.29,0.46,0.53,0.15,0.02
1322,0.29,0.46,0.53,0.15,0.02
1323,0.29,0.47,0.53,0.14,0.02
1324,0.29,0.47,0.53,0.14,0.02
1325,0.29,0.45,0.54,0.13,0.02
1326,0.29,0.45,0.54,0.13,0.02
1327,0.29,0.44,0.54,0.13,0.02
1328,0.29,0.45,0.54,0.12,0.02
1329,0.31,0.45,0.54,0.13,0.03
1330,0.29,0.45,0.54,0.12,0.02
1331,0.29,0.44,0.54,0.12,0.02
1332,0.29,0.43,0.54,0.12,0.02
1333,0.29,0.42,0.54,0.12,0.02
1334,0.29,0.41,0.54,0.12,0.02
1335,0.29,0.42,0.54,0.12,0.02
1336,0.29,0.42,0.54,0.12,0.02
1337,0.29,0.41,0.54,0.13,0.02
1338,0.29,0.41,0.54,0.14,0.02
1339,0.29,0.42,0.54,0.16,0.03
1340,0.29,0.41,0.54,0.14,0.02
1341,0.29,0.42,0.54,0.14,0.02
1342,0.29,0.42,0.54,0.14,0.02
1343,0.29,0.42,0.54,0.15,0.02
1344,0.29,0.42,0.54,0.16,0.02
1345,0.29,0.41,0.54,0.17,0.02
1346,0.29,0.42,0.54,0.17,0.02
1347,0.29,0.42,0.52,0.15,0.02
1348,0.28,0.4,0.52,0.15,0.03
1349,0.28,0.4,0.52,0.15,0.04
1350,0.29,0.41,0.53,0.14,0.03
1351,0.29,0.4,0.54,0.14,0.03
1352,0.29,0.41,0.54,0.13,0.03
1353,0.29,0.41,0.54,0.13,0.03
1354,0.29,0.38,0.54,0.13,0.03
1355,0.29,0.38,0.54,0.13,0.03
1356,0.29,0.37,0.54,0.12,0.03
1357,0.29,0.38,0.54,0.12,0.03
1358,0.29,0.34,0.54,0.12,0.03
1359,0.29,0.35,0.54,0.12,0.03
1360,0.29,0.34,0.54,0.12,0.02
1361,0.28,0.34,0.54,0.12,0.03
1362,0.28,0.34,0.54,0.12,0.03
1363,0.28,0.34,0.54,0.12,0.02
1364,0.28,0.32,0.54,0.12,0.02
1365,0.28,0.33,0.54,0.12,0.03
1366,0.28,0.32,0.54,0.13,0.02
1367,0.28,0.33,0.54,0.14,0.02
1368,0.28,0.33,0.54,0.14,0.02
1369,0.28,0.34,0.54,0.14,0.03
1370,0.32,0.34,0.54,0.16,0.03
1371,0.28,0.32,0.54,0.14,0.02
1372,0.28,0.32,0.54,0.14,0.02
1373,0.28,0.3,0.54,0.14,0.03
1374,0.28,0.3,0.54,0.13,0.02
1375,0.28,0.32,0.54,0.13,0.02
1376,0.28,0.31,0.54,0.13,0.02
1377,0.28,0.32,0.54,0.12,0.02
1378,0.28,0.3,0.54,0.12,0.02
1379,0.28,0.33,0.54,0.12,0.02
1380,0.28,0.31,0.54,0.16,0.03
1381,0.28,0.3,0.54,0.12,0.02
1382,0.28,0.31,0.54,0.12,0.02
1383,0.28,0.31,0.54,0.11,0.02
1384,0.28,0.35,0.54,0.11,0.02
1385,0.28,0.4,0.54,0.11,0.02
1386,0.28,0.43,0.54,0.11,0.02
1387,0.28,0.67,0.55,0.12,0.03
1388,0.28,0.55,0.54,0.12,0.03
1389,0.29,0.75,0.55,0.12,0.03
1390,0.29,0.75,0.55,0.12,0.03
1391,0.29,0.86,0.55,0.12,0.03
1392,0.29,0.82,0.55,0.13,0.03
1393,0.29,0.85,0.55,0.16,0.03
1394,0.29,0.85,0.55,0.17,0.03
1395,0.29,0.86,0.55,0.17,0.03
1396,0.29,0.87,0.55,0.16,0.03
1397,0.29,0.88,0.55,0.16,0.03
1398,0.29,0.88,0.55,0.15,0.03
1399,0.28,0.87,0.55,0.14,0.03
1400,0.28,0.89,0.55,0.13,0.03
1401,0.3,0.89,0.55,0.14,0.04
1402,0.28,0.89,0.55,0.13,0.03
1403,0.28,0.9,0.55,0.12,0.03
1404,0.28,0.9,0.55,0.12,0.03
1405,0.29,0.89,0.56,0.12,0.03
1406,0.28,0.89,0.56,0.12,0.03
1407,0.28,0.89,0.56,0.11,0.03
1408,0.28,0.9,0.56,0.11,0.03
1409,0.28,0.9,0.56,0.11,0.03
1410,0.28,0.9,0.56,0.11,0.03
1411,0.32,0.89,0.56,0.14,0.04
1412,0.28,0.9,0.56,0.12,0.03
1413,0.28,0.89,0.56,0.12,0.03
1414,0.28,0.88,0.56,0.12,0.03
1415,0.28,0.88,0.56,0.11,0.03
1416,0.28,0.88,0.55,0.11,0.03
1417,0.28,0.88,0.56,0.12,0.03
1418,0.28,0.86,0.55,0.12,0.03
1419,0.28,0.89,0.55,0.13,0.03
1420,0.28,0.89,0.55,0.14,0.03
1421,0.28,0.89,0.55,0.18,0.04
1422,0.28,0.89,0.55,0.14,0.03
1423,0.28,0.9,0.55,0.13,0.03
1424,0.28,0.9,0.55,0.13,0.03
1425,0.28,0.89,0.55,0.13,0.02
1426,0.28,0.89,0.54,0.13,0.03
1427,0.28,0.9,0.54,0.13,0.03
1428,0.28,0.9,0.54,0.16,0.03
1429,0.28,0.9,0.54,0.16,0.03
1430,0.28,0.9,0.54,0.15,0.03
1431,0.28,0.89,0.54,0.14,0.03
1432,0.3,0.89,0.53,0.14,0.04
1433,0.28,0.9,0.53,0.12,0.03
1434,0.28,0.89,0.53,0.12,0.03
1435,0.28,0.89,0.53,0.12,0.03
1436,0.28,0.89,0.53,0.12,0.03
1437,0.28,0.89,0.53,0.12,0.03
1438,0.28,0.89,0.53,0.12,0.03
1439,0.28,0.89,0.53,0.11,0.03
1440,0.28,0.89,0.53,0.11,0.03
1441,0.28,0.89,0.53,0.11,0.02
1442,0.31,0.88,0.53,0.14,0.03
1443,0.28,0.89,0.53,0.13,0.02
1444,0.28,0.9,0.53,0.13,0.02
1445,0.28,0.89,0.53,0.13,0.02
1446,0.28,0.88,0.52,0.13,0.02
1447,0.28,0.9,0.52,0.12,0.02
1448,0.28,0.89,0.52,0.12,0.02
1449,0.28,0.9,0.52,0.12,0.02
1450,0.28,0.89,0.52,0.11,0.02
1451,0.28,0.89,0.52,0.11,0.02
1452,0.28,0.89,0.53,0.14,0.03
1453,0.28,0.89,0.52,0.1,0.02
1454,0.28,0.88,0.52,0.11,0.02
1455,0.28,0.88,0.52,0.11,0.02
1456,0.28,0.88,0.52,0.11,0.02
1457,0.28,0.88,0.52,0.1,0.02
1458,0.28,0.88,0.52,0.11,0.02
1459,0.28,0.88,0.52,0.11,0.02
1460,0.28,0.88,0.52,0.12,0.02
1461,0.28,0.87,0.52,0.12,0.02
1462,0.28,0.87,0.52,0.12,0.03
1463,0.28,0.88,0.52,0.11,0.02
1464,0.28,0.88,0.52,0.11,0.02
1465,0.28,0.88,0.52,0.11,0.02
1466,0.28,0.88,0.51,0.11,0.02
1467,0.28,0.88,0.51,0.13,0.02
1468,0.28,0.87,0.51,0.14,0.02
1469,0.28,0.87,0.52,0.14,0.02
1470,0.28,0.88,0.51,0.14,0.02
1471,0.28,0.87,0.51,0.14,0.02
1472,0.28,0.87,0.51,0.13,0.02
1473,0.28,0.86,0.52,0.12,0.02
1474,0.28,0.86,0.51,0.13,0.02
1475,0.28,0.86,0.51,0.12,0.02
1476,0.28,0.87,0.51,0.12,0.02
1477,0.28,0.85,0.51,0.12,0.02
1478,0.28,0.86,0.52,0.11,0.02
1479,0.28,0.86,0.52,0.11,0.02
1480,0.28,0.86,0.52,0.11,0.02
1481,0.28,0.86,0.51,0.11,0.02
1482,0.28,0.86,0.51,0.11,0.02
1483,0.3,0.86,0.52,0.13,0.03
1484,0.28,0.86,0.51,0.12,0.02
1485,0.28,0.87,0.51,0.12,0.02
1486,0.28,0.87,0.51,0.13,0.02
1487,0.28,0.87,0.51,0.14,0.02
1488,0.28,0.87,0.51,0.13,0.02
1489,0.28,0.86,0.51,0.13,0.02
1490,0.28,0.87,0.52,0.13,0.02
1491,0.28,0.87,0.51,0.13,0.02
1492,0.28,0.87,0.51,0.13,0.02
1493,0.28,0.86,0.51,0.13,0.03
1494,0.28,0.87,0.52,0.12,0.02
1495,0.28,0.87,0.51,0.11,0.02
1496,0.28,0.87,0.52,0.11,0.02
1497,0.28,0.87,0.52,0.11,0.02
1498,0.28,0.87,0.51,0.11,0.02
1499,0.28,0.87,0.51,0.11,0.02
1500,0.28,0.86,0.51,0.12,0.02
1501,0.28,0.86,0.52,0.12,0.02
1502,0.28,0.85,0.51,0.13,0.02
1503,0.28,0.85,0.51,0.15,0.02
1504,0.28,0.85,0.51,0.15,0.02
1505,0.28,0.86,0.52,0.15,0.02
1506,0.28,0.85,0.52,0.15,0.02
1507,0.28,0.86,0.52,0.14,0.02
1508,0.28,0.83,0.51,0.14,0.02
1509,0.28,0.84,0.52,0.13,0.02
1510,0.28,0.85,0.51,0.13,0.02
1511,0.28,0.86,0.52,0.12,0.02
1512,0.28,0.85,0.52,0.12,0.02
1513,0.28,0.87,0.52,0.11,0.02
1514,0.29,0.86,0.52,0.12,0.03
1515,0.28,0.86,0.52,0.11,0.02
1516,0.28,0.86,0.52,0.11,0.02
1517,0.27,0.81,0.52,0.11,0.02
1518,0.28,0.8,0.52,0.12,0.02
1519,0.27,0.37,0.51,0.11,0.02
1520,0.28,0.79,0.52,0.11,0.02
1521,0.28,0.81,0.52,0.11,0.02
1522,0.27,0.5,0.51,0.11,0.02
1523,0.27,0.49,0.51,0.11,0.02
1524,0.27,0.42,0.51,0.13,0.03
1525,0.27,0.58,0.51,0.13,0.02
1526,0.27,0.55,0.51,0.14,0.02
1527,0.27,0.59,0.51,0.14,0.02
1528,0.27,0.51,0.51,0.14,0.02
1529,0.27,0.4,0.51,0.13,0.02
1530,0.28,0.79,0.51,0.13,0.02
1531,0.27,0.73,0.51,0.13,0.02
1532,0.27,0.4,0.5,0.12,0.02
1533,0.27,0.39,0.5,0.12,0.02
1534,0.27,0.36,0.5,0.15,0.03
1535,0.27,0.36,0.5,0.12,0.02
1536,0.27,0.36,0.5,0.12,0.02
1537,0.27,0.36,0.51,0.12,0.02
1538,0.27,0.36,0.51,0.12,0.02
1539,0.27,0.36,0.51,0.12,0.02
1540,0.27,0.36,0.51,0.12,0.02
1541,0.27,0.37,0.51,0.12,0.02
1542,0.27,0.37,0.51,0.12,0.02
1543,0.27,0.37,0.51,0.12,0.02
1544,0.27,0.38,0.51,0.11,0.02
1545,0.27,0.38,0.51,0.12,0.02
1546,0.27,0.39,0.51,0.12,0.02
1547,0.27,0.39,0.51,0.13,0.02
1548,0.27,0.4,0.51,0.13,0.02
1549,0.27,0.4,0.51,0.13,0.02
1550,0.27,0.41,0.51,0.13,0.02
1551,0.27,0.42,0.51,0.13,0.02
1552,0.27,0.43,0.51,0.13,0.02
1553,0.27,0.44,0.51,0.13,0.02
1554,0.27,0.44,0.51,0.12,0.02
1555,0.27,0.45,0.51,0.15,0.03
1556,0.27,0.46,0.51,0.12,0.02
1557,0.27,0.45,0.51,0.12,0.02
1558,0.27,0.46,0.51,0.11,0.02
1559,0.27,0.67,0.51,0.11,0.02
1560,0.27,0.69,0.51,0.11,0.02
1561,0.27,0.67,0.51,0.11,0.02
1562,0.27,0.43,0.5,0.11,0.02
1563,0.27,0.39,0.5,0.11,0.02
1564,0.27,0.4,0.51,0.11,0.02
1565,0.27,0.4,0.51,0.11,0.02
1566,0.28,0.41,0.5,0.13,0.03
1567,0.27,0.41,0.5,0.11,0.02
1568,0.27,0.42,0.5,0.11,0.02
1569,0.28,0.42,0.49,0.13,0.04
1570,0.3,0.44,0.5,0.18,0.06
1571,0.29,0.44,0.5,0.19,0.06
1572,0.29,0.44,0.5,0.19,0.05
1573,0.29,0.45,0.5,0.19,0.06
1574,0.29,0.45,0.5,0.19,0.05
1575,0.3,0.45,0.5,0.18,0.05
1576,0.29,0.45,0.52,0.2,0.04
1577,0.28,0.45,0.5,0.15,0.03
1578,0.28,0.45,0.5,0.14,0.03
1579,0.28,0.44,0.49,0.13,0.03
1580,0.28,0.45,0.5,0.13,0.03
1581,0.28,0.45,0.5,0.12,0.03
1582,0.28,0.45,0.5,0.12,0.03
1583,0.28,0.44,0.5,0.12,0.03
1584,0.28,0.46,0.5,0.11,0.03
1585,0.28,0.45,0.5,0.11,0.03
1586,0.28,0.45,0.5,0.11,0.03
1587,0.28,0.44,0.5,0.12,0.03
1588,0.28,0.45,0.5,0.12,0.03
1589,0.28,0.44,0.5,0.12,0.03
1590,0.28,0.45,0.5,0.12,0.03
1591,0.28,0.45,0.5,0.12,0.03
1592,0.28,0.45,0.5,0.12,0.03
1593,0.28,0.45,0.5,0.12,0.03
1594,0.28,0.45,0.5,0.14,0.03
1595,0.28,0.45,0.5,0.14,0.03
1596,0.28,0.45,0.5,0.14,0.03
1597,0.28,0.48,0.51,0.17,0.05
1598,0.28,0.45,0.5,0.14,0.03
1599,0.28,0.45,0.5,0.14,0.03
1600,0.28,0.45,0.5,0.14,0.03
1601,0.28,0.45,0.5,0.13,0.03
1602,0.28,0.44,0.5,0.13,0.03
1603,0.28,0.46,0.5,0.13,0.03
1604,0.28,0.47,0.5,0.12,0.03
1605,0.28,0.48,0.5,0.12,0.03
1606,0.28,0.47,0.5,0.13,0.03
1607,0.28,0.47,0.5,0.13,0.03
1608,0.28,0.47,0.5,0.13,0.03
1609,0.28,0.45,0.5,0.13,0.03
1610,0.28,0.46,0.5,0.13,0.03
1611,0.28,0.46,0.5,0.13,0.03
1612,0.28,0.45,0.49,0.13,0.03
1613,0.28,0.46,0.49,0.13,0.03
1614,0.28,0.47,0.49,0.13,0.03
1615,0.28,0.46,0.5,0.14,0.03
1616,0.28,0.46,0.5,0.14,0.03
1617,0.28,0.5,0.49,0.14,0.03
1618,0.28,0.47,0.51,0.18,0.05
1619,0.28,0.46,0.49,0.14,0.03
1620,0.28,0.46,0.49,0.13,0.03
1621,0.28,0.46,0.5,0.13,0.03
1622,0.28,0.46,0.49,0.13,0.03
1623,0.28,0.46,0.49,0.13,0.03
1624,0.28,0.45,0.5,0.13,0.03
1625,0.28,0.46,0.5,0.13,0.03
1626,0.28,0.46,0.5,0.12,0.03
1627,0.27,0.47,0.51,0.12,0.03
1628,0.27,0.45,0.5,0.12,0.03
1629,0.27,0.43,0.5,0.12,0.03
1630,0.27,0.43,0.5,0.12,0.03
1631,0.27,0.33,0.5,0.12,0.03
1632,0.27,0.33,0.51,0.12,0.03
1633,0.27,0.33,0.51,0.12,0.03
1634,0.27,0.33,0.51,0.12,0.03
1635,0.27,0.33,0.51,0.13,0.03
1636,0.27,0.33,0.51,0.13,0.03
1637,0.27,0.33,0.51,0.14,0.03
1638,0.27,0.33,0.51,0.14,0.03
1639,0.27,0.36,0.51,0.17,0.04
1640,0.27,0.32,0.5,0.14,0.03
1641,0.27,0.32,0.5,0.14,0.03
1642,0.27,0.32,0.5,0.14,0.03
1643,0.27,0.32,0.5,0.14,0.03
1644,0.27,0.32,0.5,0.14,0.03
1645,0.27,0.32,0.5,0.13,0.03
1646,0.27,0.31,0.5,0.14,0.03
1647,0.27,0.31,0.5,0.13,0.03
1648,0.27,0.31,0.5,0.13,0.03
1649,0.27,0.31,0.5,0.13,0.03
1650,0.27,0.2,0.5,0.15,0.03
1651,0.27,0.27,0.5,0.14,0.03
1652,0.27,0.27,0.5,0.14,0.03
1653,0.27,0.28,0.5,0.13,0.03
1654,0.27,0.28,0.5,0.12,0.03
1655,0.27,0.28,0.5,0.12,0.03
1656,0.27,0.27,0.5,0.11,0.03
1657,0.27,0.27,0.5,0.11,0.03
1658,0.27,0.27,0.5,0.11,0.03
1659,0.27,0.27,0.5,0.11,0.03
1660,0.31,0.29,0.53,0.14,0.04
1661,0.27,0.26,0.53,0.12,0.03
1662,0.27,0.25,0.53,0.14,0.03
1663,0.27,0.26,0.53,0.14,0.03
1664,0.27,0.25,0.53,0.14,0.03
1665,0.27,0.25,0.52,0.14,0.02
1666,0.27,0.25,0.52,0.13,0.03
1667,0.27,0.25,0.52,0.13,0.03
1668,0.27,0.26,0.52,0.13,0.03
1669,0.27,0.26,0.52,0.12,0.02
1670,0.27,0.26,0.51,0.12,0.03
1671,0.27,0.26,0.52,0.12,0.03
1672,0.27,0.26,0.52,0.12,0.03
1673,0.27,0.26,0.52,0.12,0.03
1674,0.27,0.26,0.52,0.11,0.03
1675,0.27,0.26,0.52,0.12,0.03
1676,0.27,0.26,0.52,0.12,0.03
1677,0.27,0.26,0.52,0.12,0.03
1678,0.27,0.26,0.52,0.12,0.02
1679,0.27,0.26,0.51,0.11,0.03
1680,0.27,0.26,0.52,0.12,0.03
1681,0.27,0.3,0.53,0.14,0.04
1682,0.27,0.26,0.52,0.11,0.03
1683,0.27,0.26,0.52,0.11,0.03
1684,0.27,0.25,0.51,0.11,0.03
1685,0.27,0.26,0.51,0.12,0.03
1686,0.27,0.25,0.51,0.13,0.03
1687,0.27,0.25,0.51,0.14,0.03
1688,0.27,0.26,0.51,0.15,0.03
1689,0.27,0.25,0.5,0.16,0.03
1690,0.27,0.25,0.5,0.15,0.03
1691,0.27,0.25,0.5,0.15,0.03
1692,0.27,0.25,0.51,0.14,0.03
1693,0.27,0.25,0.5,0.13,0.03
1694,0.27,0.25,0.5,0.13,0.02
1695,0.27,0.25,0.51,0.13,0.03
1696,0.27,0.25,0.5,0.12,0.03
1697,0.27,0.25,0.5,0.12,0.03
1698,0.27,0.25,0.5,0.11,0.03
1699,0.27,0.25,0.5,0.11,0.03
1700,0.27,0.25,0.5,0.11,0.03
1701,0.27,0.25,0.5,0.11,0.03
1702,0.31,0.28,0.5,0.13,0.04
1703,0.27,0.25,0.49,0.11,0.03
1704,0.27,0.26,0.49,0.11,0.03
1705,0.27,0.26,0.49,0.11,0.03
1706,0.27,0.26,0.49,0.11,0.03
1707,0.27,0.26,0.49,0.11,0.03
1708,0.27,0.26,0.49,0.11,0.03
1709,0.27,0.27,0.48,0.11,0.03
1710,0.27,0.26,0.49,0.11,0.03
1711,0.27,0.26,0.5,0.12,0.03
1712,0.27,0.26,0.49,0.13,0.04
1713,0.27,0.26,0.49,0.12,0.03
1714,0.27,0.26,0.49,0.13,0.03
1715,0.27,0.26,0.49,0.13,0.03
1716,0.27,0.26,0.49,0.13,0.03
1717,0.27,0.26,0.5,0.13,0.03
1718,0.27,0.26,0.5,0.13,0.03
1719,0.27,0.26,0.49,0.13,0.03
1720,0.27,0.27,0.49,0.13,0.03
1721,0.27,0.26,0.5,0.13,0.03
1722,0.27,0.26,0.49,0.12,0.03
1723,0.29,0.28,0.5,0.13,0.04
1724,0.27,0.26,0.49,0.11,0.02
1725,0.27,0.26,0.49,0.11,0.03
1726,0.27,0.26,0.5,0.11,0.03
1727,0.27,0.26,0.5,0.12,0.03
1728,0.27,0.26,0.5,0.12,0.03
1729,0.27,0.26,0.5,0.12,0.03
1730,0.27,0.26,0.5,0.14,0.03
1731,0.27,0.26,0.5,0.15,0.03
1732,0.27,0.26,0.49,0.16,0.03
1733,0.27,0.25,0.5,0.16,0.03
1734,0.27,0.26,0.5,0.16,0.03
1735,0.27,0.26,0.5,0.15,0.03
1736,0.27,0.26,0.5,0.15,0.03
1737,0.27,0.26,0.5,0.14,0.03
1738,0.27,0.26,0.5,0.14,0.03
1739,0.27,0.26,0.5,0.13,0.03
1740,0.27,0.26,0.5,0.13,0.02
1741,0.27,0.27,0.49,0.13,0.02
1742,0.26,0.26,0.5,0.12,0.03
1743,0.27,0.27,0.5,0.12,0.03
1744,0.3,0.29,0.5,0.15,0.04
1745,0.27,0.26,0.49,0.12,0.02
1746,0.27,0.27,0.49,0.12,0.03
1747,0.27,0.26,0.49,0.12,0.03
1748,0.27,0.26,0.49,0.12,0.02
1749,0.27,0.26,0.49,0.11,0.03
1750,0.27,0.26,0.48,0.11,0.02
1751,0.27,0.26,0.48,0.11,0.03
1752,0.27,0.26,0.48,0.11,0.03
1753,0.27,0.26,0.48,0.11,0.03
1754,0.27,0.26,0.48,0.11,0.04
1755,0.26,0.26,0.48,0.11,0.03
1756,0.27,0.26,0.48,0.12,0.03
1757,0.26,0.26,0.48,0.13,0.02
1758,0.27,0.26,0.48,0.13,0.03
1759,0.27,0.26,0.48,0.13,0.03
1760,0.27,0.26,0.47,0.13,0.02
1761,0.27,0.26,0.48,0.13,0.03
1762,0.27,0.26,0.48,0.13,0.03
1763,0.27,0.26,0.48,0.13,0.03
1764,0.26,0.27,0.48,0.13,0.02
1765,0.29,0.28,0.49,0.15,0.04
1766,0.27,0.26,0.48,0.13,0.02
1767,0.27,0.26,0.49,0.13,0.02
1768,0.26,0.26,0.49,0.12,0.03
1769,0.26,0.26,0.49,0.12,0.03
1770,0.26,0.26,0.49,0.11,0.03
1771,0.27,0.26,0.49,0.11,0.02
1772,0.26,0.26,0.49,0.11,0.02
1773,0.26,0.26,0.49,0.11,0.03
1774,0.26,0.26,0.48,0.11,0.02
1775,0.26,0.26,0.48,0.16,0.04
1776,0.26,0.26,0.48,0.11,0.03
1777,0.26,0.26,0.48,0.11,0.03
1778,0.27,0.27,0.48,0.13,0.04
1779,0.27,0.26,0.48,0.14,0.04
1780,0.27,0.26,0.48,0.14,0.04
1781,0.27,0.26,0.48,0.15,0.04
1782,0.27,0.27,0.48,0.17,0.04
1783,0.27,0.26,0.48,0.17,0.04
1784,0.27,0.26,0.48,0.17,0.04
1785,0.27,0.28,0.48,0.17,0.04
1786,0.29,0.3,0.49,0.17,0.04
1787,0.27,0.29,0.49,0.16,0.04
1788,0.27,0.3,0.49,0.15,0.04
1789,0.27,0.3,0.49,0.15,0.04
1790,0.27,0.29,0.48,0.14,0.04
1791,0.27,0.3,0.49,0.14,0.04
1792,0.27,0.3,0.49,0.14,0.04
1793,0.27,0.3,0.49,0.14,0.04
1794,0.27,0.31,0.49,0.13,0.04
1795,0.27,0.3,0.49,0.13,0.04
1796,0.27,0.29,0.49,0.13,0.06
1797,0.28,0.31,0.49,0.13,0.04
1798,0.28,0.31,0.48,0.13,0.04
1799,0.28,0.31,0.48,0.13,0.04
1800,0.28,0.3,0.48,0.13,0.04
1801,0.28,0.3,0.48,0.13,0.04
1802,0.28,0.3,0.48,0.13,0.04
1803,0.28,0.3,0.48,0.13,0.04
1804,0.28,0.3,0.48,0.13,0.04
1805,0.28,0.3,0.49,0.13,0.04
1806,0.28,0.3,0.49,0.13,0.04
1807,0.3,0.3,0.48,0.13,0.04
1808,0.28,0.28,0.49,0.12,0.04
1809,0.28,0.28,0.48,0.13,0.04
1810,0.28,0.29,0.47,0.13,0.04
1811,0.28,0.29,0.47,0.14,0.04
1812,0.28,0.28,0.48,0.15,0.04
1813,0.28,0.27,0.47,0.15,0.04
1814,0.28,0.28,0.47,0.15,0.04
1815,0.28,0.28,0.47,0.16,0.04
1816,0.28,0.28,0.48,0.16,0.04
1817,0.28,0.28,0.48,0.21,0.04
1818,0.28,0.28,0.48,0.16,0.04
1819,0.29,0.29,0.48,0.16,0.05
1820,0.29,0.28,0.48,0.16,0.05
1821,0.29,0.26,0.49,0.17,0.05
1822,0.28,0.25,0.47,0.17,0.04
1823,0.28,0.25,0.49,0.17,0.05
1824,0.28,0.25,0.48,0.17,0.04
1825,0.28,0.25,0.48,0.16,0.04
1826,0.28,0.26,0.48,0.15,0.04
1827,0.28,0.26,0.49,0.15,0.05
1828,0.31,0.28,0.49,0.16,0.05
1829,0.28,0.25,0.49,0.13,0.04
1830,0.28,0.26,0.49,0.13,0.04
1831,0.28,0.26,0.48,0.13,0.04
1832,0.28,0.26,0.48,0.13,0.04
1833,0.28,0.26,0.48,0.13,0.04
1834,0.28,0.26,0.48,0.13,0.04
1835,0.28,0.26,0.47,0.14,0.04
1836,0.28,0.26,0.47,0.14,0.04
1837,0.28,0.27,0.48,0.14,0.04
1838,0.28,0.27,0.51,0.2,0.05
1839,0.31,0.3,0.51,0.19,0.08
1840,0.29,0.28,0.48,0.17,0.05
1841,0.3,0.29,0.49,0.17,0.06
1842,0.3,0.29,0.5,0.18,0.07
1843,0.29,0.28,0.49,0.16,0.05
1844,0.29,0.28,0.5,0.16,0.05
1845,0.29,0.29,0.49,0.16,0.06
1846,0.29,0.29,0.5,0.17,0.06
1847,0.29,0.29,0.5,0.17,0.06
1848,0.29,0.29,0.5,0.17,0.06
1849,0.32,0.3,0.5,0.18,0.08
1850,0.27,0.27,0.48,0.13,0.04
1851,0.28,0.27,0.48,0.13,0.04
1852,0.27,0.27,0.47,0.13,0.04
1853,0.27,0.27,0.47,0.13,0.04
1854,0.27,0.27,0.47,0.13,0.04
1855,0.27,0.28,0.48,0.13,0.04
1856,0.27,0.27,0.49,0.13,0.04
1857,0.27,0.28,0.49,0.13,0.04
1858,0.27,0.27,0.49,0.13,0.04
1859,0.27,0.27,0.49,0.19,0.04
1860,0.33,0.33,0.53,0.22,0.11
