time,moisture0,moisture1,moisture2,moisture3,moisture4
3075,0.18,0.27,0.51,0.12,0.02
3076,0.18,0.27,0.51,0.12,0.02
3077,0.18,0.26,0.51,0.13,0.02
3078,0.19,0.25,0.51,0.12,0.02
3079,0.19,0.25,0.51,0.12,0.02
3080,0.19,0.25,0.51,0.12,0.02
3081,0.19,0.25,0.51,0.12,0.02
3082,0.19,0.25,0.51,0.12,0.01
3083,0.19,0.25,0.51,0.15,0.02
3084,0.19,0.25,0.51,0.11,0.02
3085,0.19,0.25,0.51,0.1,0.02
3086,0.19,0.23,0.51,0.1,0.02
3087,0.19,0.24,0.51,0.1,0.02
3088,0.19,0.24,0.51,0.09,0.02
3089,0.18,0.24,0.51,0.09,0.02
3090,0.18,0.24,0.51,0.1,0.02
3091,0.18,0.24,0.51,0.09,0.02
3092,0.18,0.24,0.51,0.1,0.02
3093,0.18,0.24,0.51,0.09,0.02
3094,0.2,0.25,0.51,0.1,0.02
3095,0.18,0.24,0.51,0.09,0.02
3096,0.18,0.27,0.51,0.09,0.02
3097,0.18,0.37,0.52,0.09,0.02
3098,0.18,0.45,0.52,0.09,0.02
3099,0.18,0.47,0.52,0.09,0.02
3100,0.18,0.45,0.52,0.09,0.02
3101,0.18,0.42,0.52,0.09,0.02
3102,0.18,0.28,0.52,0.1,0.02
3103,0.18,0.28,0.52,0.09,0.02
3104,0.18,0.26,0.52,0.12,0.02
3105,0.18,0.25,0.52,0.09,0.02
3106,0.18,0.25,0.52,0.1,0.02
3107,0.18,0.25,0.52,0.1,0.02
3108,0.18,0.25,0.52,0.1,0.02
3109,0.18,0.25,0.52,0.1,0.02
3110,0.18,0.25,0.52,0.1,0.02
3111,0.18,0.26,0.52,0.1,0.02
3112,0.18,0.26,0.52,0.1,0.02
3113,0.18,0.25,0.52,0.13,0.02
3114,0.18,0.25,0.52,0.13,0.02
3115,0.2,0.27,0.52,0.15,0.02
3116,0.18,0.26,0.52,0.14,0.02
3117,0.18,0.26,0.52,0.15,0.02
3118,0.18,0.31,0.52,0.15,0.02
3119,0.18,0.37,0.52,0.14,0.02
3120,0.18,0.37,0.52,0.14,0.02
3121,0.18,0.29,0.52,0.13,0.02
3122,0.18,0.3,0.52,0.13,0.02
3123,0.18,0.3,0.52,0.12,0.01
3124,0.18,0.31,0.52,0.12,0.02
3125,0.18,0.31,0.52,0.15,0.02
3126,0.18,0.29,0.52,0.12,0.02
3127,0.18,0.3,0.52,0.12,0.02
3128,0.18,0.31,0.52,0.11,0.02
3129,0.18,0.29,0.52,0.11,0.02
3130,0.18,0.29,0.52,0.11,0.02
3131,0.18,0.31,0.52,0.1,0.02
3132,0.18,0.36,0.52,0.1,0.02
3133,0.18,0.28,0.52,0.1,0.02
3134,0.18,0.27,0.52,0.09,0.02
3135,0.18,0.34,0.52,0.09,0.02
3136,0.2,0.39,0.52,0.1,0.02
3137,0.18,0.41,0.52,0.09,0.02
3138,0.18,0.41,0.52,0.09,0.02
3139,0.18,0.38,0.52,0.09,0.02
3140,0.18,0.37,0.52,0.09,0.02
3141,0.18,0.37,0.52,0.09,0.02
3142,0.18,0.37,0.52,0.09,0.02
3143,0.18,0.38,0.52,0.09,0.02
3144,0.18,0.37,0.52,0.09,0.02
3145,0.18,0.37,0.52,0.09,0.02
3146,0.18,0.37,0.52,0.11,0.02
3147,0.18,0.37,0.52,0.09,0.02
3148,0.18,0.25,0.52,0.09,0.02
3149,0.18,0.25,0.52,0.09,0.02
3150,0.17,0.25,0.52,0.09,0.02
3151,0.17,0.25,0.52,0.1,0.02
3152,0.17,0.25,0.52,0.09,0.02
3153,0.17,0.25,0.52,0.09,0.02
3154,0.17,0.25,0.52,0.09,0.02
3155,0.17,0.25,0.52,0.09,0.02
3156,0.17,0.25,0.52,0.09,0.02
3157,0.17,0.25,0.52,0.09,0.02
3158,0.17,0.25,0.54,0.1,0.02
3159,0.17,0.24,0.54,0.11,0.02
3160,0.17,0.24,0.54,0.12,0.02
3161,0.17,0.29,0.54,0.13,0.02
3162,0.17,0.28,0.54,0.13,0.02
3163,0.17,0.25,0.54,0.13,0.02
3164,0.18,0.25,0.54,0.13,0.02
3165,0.18,0.25,0.54,0.13,0.02
3166,0.18,0.25,0.54,0.13,0.02
3167,0.18,0.25,0.54,0.16,0.03
3168,0.18,0.25,0.53,0.15,0.02
3169,0.18,0.25,0.53,0.14,0.02
3170,0.18,0.25,0.53,0.13,0.02
3171,0.18,0.25,0.53,0.12,0.02
3172,0.18,0.25,0.53,0.12,0.02
3173,0.18,0.25,0.53,0.11,0.02
3174,0.18,0.25,0.53,0.11,0.02
3175,0.18,0.24,0.53,0.11,0.02
3176,0.18,0.24,0.53,0.11,0.02
3177,0.18,0.24,0.53,0.1,0.02
3178,0.19,0.27,0.52,0.11,0.03
3179,0.18,0.28,0.53,0.09,0.02
3180,0.18,0.28,0.53,0.09,0.02
3181,0.18,0.3,0.52,0.09,0.02
3182,0.18,0.31,0.52,0.09,0.02
3183,0.17,0.31,0.52,0.09,0.02
3184,0.18,0.32,0.52,0.09,0.02
3185,0.18,0.34,0.52,0.09,0.02
3186,0.17,0.33,0.51,0.09,0.02
3187,0.18,0.33,0.51,0.09,0.02
3188,0.18,0.33,0.52,0.11,0.02
3189,0.17,0.34,0.51,0.09,0.02
3190,0.17,0.34,0.51,0.09,0.02
3191,0.17,0.35,0.51,0.08,0.02
3192,0.17,0.34,0.51,0.09,0.02
3193,0.17,0.34,0.5,0.09,0.02
3194,0.17,0.35,0.51,0.09,0.02
3195,0.17,0.34,0.51,0.09,0.02
3196,0.17,0.35,0.51,0.09,0.02
3197,0.18,0.35,0.5,0.08,0.02
3198,0.18,0.35,0.5,0.08,0.02
3199,0.18,0.36,0.5,0.09,0.02
3200,0.18,0.35,0.5,0.09,0.02
3201,0.18,0.36,0.5,0.09,0.02
3202,0.18,0.39,0.5,0.09,0.02
3203,0.18,0.38,0.5,0.09,0.02
3204,0.18,0.35,0.5,0.09,0.02
3205,0.18,0.35,0.5,0.1,0.02
3206,0.18,0.35,0.5,0.12,0.02
3207,0.18,0.36,0.5,0.12,0.02
3208,0.18,0.34,0.5,0.12,0.02
3209,0.17,0.38,0.5,0.14,0.02
3210,0.18,0.36,0.5,0.12,0.02
3211,0.18,0.35,0.5,0.12,0.02
3212,0.18,0.35,0.5,0.12,0.02
3213,0.18,0.33,0.5,0.13,0.02
3214,0.18,0.33,0.49,0.12,0.02
3215,0.18,0.34,0.49,0.12,0.02
3216,0.18,0.35,0.49,0.12,0.02
3217,0.18,0.35,0.49,0.11,0.02
3218,0.18,0.37,0.49,0.11,0.02
3219,0.18,0.36,0.49,0.11,0.02
3220,0.18,0.37,0.49,0.11,0.02
3221,0.18,0.36,0.49,0.11,0.02
3222,0.18,0.37,0.49,0.11,0.02
3223,0.18,0.37,0.49,0.1,0.02
3224,0.18,0.36,0.49,0.1,0.02
3225,0.18,0.38,0.49,0.1,0.02
3226,0.18,0.36,0.49,0.09,0.02
3227,0.18,0.37,0.49,0.09,0.02
3228,0.18,0.36,0.48,0.1,0.02
3229,0.18,0.37,0.49,0.09,0.02
3230,0.18,0.35,0.49,0.11,0.02
3231,0.18,0.37,0.48,0.09,0.02
3232,0.18,0.38,0.48,0.09,0.02
3233,0.18,0.37,0.48,0.09,0.02
3234,0.18,0.36,0.48,0.09,0.02
3235,0.18,0.35,0.48,0.08,0.02
3236,0.18,0.29,0.48,0.08,0.02
3237,0.18,0.32,0.48,0.09,0.02
3238,0.17,0.32,0.48,0.09,0.02
3239,0.17,0.32,0.48,0.09,0.02
3240,0.18,0.31,0.47,0.09,0.02
3241,0.17,0.31,0.47,0.09,0.02
3242,0.17,0.31,0.47,0.09,0.02
3243,0.17,0.31,0.47,0.09,0.02
3244,0.17,0.31,0.47,0.09,0.02
3245,0.17,0.32,0.47,0.09,0.02
3246,0.17,0.32,0.47,0.09,0.02
3247,0.17,0.32,0.47,0.09,0.02
3248,0.17,0.32,0.47,0.1,0.02
3249,0.17,0.33,0.46,0.09,0.02
3250,0.17,0.33,0.46,0.09,0.02
3251,0.17,0.36,0.47,0.11,0.03
3252,0.18,0.35,0.46,0.1,0.02
3253,0.17,0.37,0.46,0.1,0.02
3254,0.17,0.38,0.46,0.1,0.02
3255,0.18,0.38,0.46,0.12,0.02
3256,0.18,0.37,0.46,0.13,0.02
3257,0.17,0.38,0.47,0.13,0.02
3258,0.18,0.38,0.47,0.13,0.02
3259,0.18,0.38,0.48,0.13,0.02
3260,0.18,0.38,0.47,0.13,0.02
3261,0.18,0.39,0.47,0.13,0.02
3262,0.17,0.39,0.48,0.13,0.02
3263,0.17,0.39,0.47,0.12,0.02
3264,0.18,0.39,0.47,0.12,0.02
3265,0.18,0.4,0.47,0.12,0.02
3266,0.17,0.41,0.47,0.12,0.02
3267,0.17,0.41,0.47,0.12,0.02
3268,0.17,0.4,0.47,0.11,0.02
3269,0.18,0.53,0.47,0.11,0.02
3270,0.17,0.52,0.47,0.11,0.02
3271,0.17,0.54,0.48,0.12,0.02
3272,0.21,0.53,0.48,0.13,0.03
3273,0.17,0.54,0.47,0.11,0.02
3274,0.18,0.54,0.47,0.11,0.02
3275,0.18,0.53,0.47,0.1,0.02
3276,0.17,0.51,0.48,0.1,0.02
3277,0.17,0.42,0.47,0.09,0.02
3278,0.17,0.4,0.47,0.09,0.02
3279,0.17,0.38,0.47,0.09,0.02
3280,0.17,0.39,0.47,0.1,0.02
3281,0.17,0.41,0.47,0.1,0.02
3282,0.17,0.45,0.47,0.09,0.02
3283,0.17,0.44,0.47,0.09,0.02
3284,0.17,0.39,0.47,0.09,0.02
3285,0.17,0.4,0.47,0.09,0.02
3286,0.18,0.38,0.47,0.09,0.02
3287,0.18,0.35,0.47,0.09,0.02
3288,0.18,0.31,0.47,0.09,0.02
3289,0.18,0.3,0.47,0.08,0.02
3290,0.18,0.3,0.47,0.09,0.02
3291,0.18,0.3,0.47,0.09,0.02
3292,0.18,0.3,0.47,0.09,0.02
3293,0.18,0.33,0.47,0.11,0.02
3294,0.18,0.5,0.47,0.09,0.02
3295,0.18,0.52,0.48,0.09,0.02
3296,0.18,0.54,0.47,0.1,0.02
3297,0.18,0.55,0.47,0.12,0.02
3298,0.18,0.53,0.47,0.13,0.02
3299,0.18,0.5,0.47,0.13,0.02
3300,0.18,0.44,0.47,0.13,0.02
3301,0.18,0.43,0.47,0.12,0.02
3302,0.18,0.43,0.47,0.12,0.02
3303,0.18,0.43,0.47,0.12,0.02
3304,0.18,0.44,0.47,0.12,0.02
3305,0.18,0.42,0.47,0.12,0.02
3306,0.18,0.52,0.47,0.12,0.02
3307,0.18,0.54,0.47,0.12,0.02
3308,0.18,0.55,0.47,0.11,0.02
3309,0.18,0.55,0.47,0.11,0.02
3310,0.17,0.48,0.47,0.11,0.02
3311,0.17,0.41,0.47,0.11,0.02
3312,0.17,0.32,0.47,0.1,0.02
3313,0.17,0.32,0.47,0.1,0.02
3314,0.21,0.33,0.47,0.12,0.02
3315,0.17,0.31,0.47,0.1,0.02
3316,0.17,0.31,0.47,0.1,0.02
3317,0.17,0.31,0.47,0.1,0.02
3318,0.17,0.31,0.47,0.09,0.02
3319,0.17,0.31,0.47,0.09,0.02
3320,0.17,0.31,0.47,0.09,0.02
3321,0.17,0.31,0.47,0.09,0.02
3322,0.18,0.31,0.47,0.09,0.02
3323,0.18,0.31,0.47,0.09,0.02
3324,0.18,0.31,0.47,0.09,0.02
3325,0.18,0.3,0.46,0.09,0.02
3326,0.18,0.3,0.46,0.09,0.02
3327,0.18,0.31,0.47,0.09,0.02
3328,0.18,0.3,0.46,0.09,0.02
3329,0.17,0.31,0.47,0.09,0.02
3330,0.17,0.3,0.47,0.09,0.02
3331,0.17,0.3,0.46,0.09,0.02
3332,0.18,0.3,0.47,0.09,0.02
3333,0.18,0.3,0.46,0.1,0.02
3334,0.18,0.31,0.46,0.1,0.02
3335,0.2,0.32,0.46,0.11,0.02
3336,0.17,0.3,0.46,0.1,0.02
3337,0.17,0.31,0.46,0.1,0.02
3338,0.17,0.31,0.46,0.11,0.02
3339,0.17,0.31,0.46,0.12,0.02
3340,0.17,0.31,0.46,0.12,0.02
3341,0.17,0.3,0.46,0.12,0.02
3342,0.17,0.3,0.46,0.12,0.02
3343,0.17,0.3,0.46,0.12,0.02
3344,0.17,0.3,0.46,0.11,0.02
3345,0.17,0.3,0.46,0.11,0.02
3346,0.17,0.3,0.46,0.11,0.02
3347,0.17,0.3,0.46,0.12,0.02
3348,0.17,0.3,0.46,0.11,0.02
3349,0.17,0.3,0.46,0.11,0.02
3350,0.18,0.3,0.46,0.11,0.02
3351,0.18,0.3,0.46,0.11,0.02
3352,0.18,0.3,0.46,0.11,0.02
3353,0.18,0.3,0.46,0.1,0.02
3354,0.18,0.3,0.46,0.1,0.02
3355,0.18,0.31,0.46,0.1,0.01
3356,0.18,0.33,0.46,0.12,0.02
3357,0.18,0.31,0.46,0.1,0.02
3358,0.18,0.31,0.46,0.09,0.02
3359,0.18,0.3,0.46,0.09,0.02
3360,0.18,0.3,0.46,0.09,0.02
3361,0.18,0.3,0.46,0.09,0.02
3362,0.18,0.31,0.46,0.09,0.02
3363,0.18,0.31,0.46,0.09,0.02
3364,0.18,0.31,0.46,0.09,0.02
3365,0.18,0.31,0.46,0.09,0.02
3366,0.18,0.45,0.46,0.09,0.02
3367,0.2,0.53,0.46,0.1,0.03
3368,0.18,0.56,0.46,0.1,0.02
3369,0.18,0.55,0.46,0.09,0.02
3370,0.18,0.55,0.46,0.09,0.02
3371,0.18,0.56,0.46,0.09,0.02
3372,0.18,0.56,0.46,0.09,0.02
3373,0.18,0.61,0.46,0.1,0.02
3374,0.18,0.59,0.46,0.1,0.02
3375,0.18,0.59,0.46,0.11,0.02
3376,0.18,0.58,0.46,0.12,0.02
3377,0.18,0.56,0.46,0.12,0.03
3378,0.18,0.57,0.46,0.13,0.02
3379,0.18,0.57,0.46,0.12,0.02
3380,0.18,0.54,0.46,0.12,0.02
3381,0.18,0.52,0.46,0.12,0.02
3382,0.18,0.55,0.46,0.12,0.02
3383,0.18,0.55,0.46,0.12,0.02
3384,0.18,0.54,0.46,0.12,0.02
3385,0.17,0.48,0.46,0.12,0.02
3386,0.17,0.47,0.45,0.12,0.02
3387,0.18,0.45,0.45,0.12,0.02
3388,0.17,0.37,0.46,0.13,0.02
3389,0.17,0.33,0.45,0.11,0.02
3390,0.17,0.33,0.46,0.11,0.02
3391,0.18,0.33,0.46,0.11,0.02
3392,0.17,0.33,0.46,0.11,0.02
3393,0.17,0.33,0.46,0.11,0.02
3394,0.18,0.33,0.46,0.1,0.02
3395,0.18,0.33,0.46,0.1,0.02
3396,0.17,0.33,0.46,0.1,0.02
3397,0.17,0.33,0.46,0.09,0.02
3398,0.17,0.33,0.46,0.09,0.02
3399,0.19,0.5,0.46,0.1,0.02
3400,0.18,0.54,0.46,0.09,0.02
3401,0.18,0.61,0.46,0.09,0.02
3402,0.18,0.54,0.46,0.09,0.02
3403,0.18,0.58,0.46,0.09,0.02
3404,0.18,0.57,0.46,0.09,0.02
3405,0.18,0.58,0.46,0.09,0.02
3406,0.18,0.57,0.46,0.09,0.02
3407,0.18,0.57,0.46,0.09,0.02
3408,0.18,0.61,0.46,0.09,0.02
3409,0.18,0.6,0.46,0.09,0.02
3410,0.18,0.6,0.46,0.09,0.02
3411,0.18,0.62,0.47,0.09,0.02
3412,0.18,0.62,0.46,0.09,0.02
3413,0.18,0.61,0.46,0.09,0.02
3414,0.18,0.62,0.46,0.09,0.02
3415,0.18,0.62,0.46,0.09,0.02
3416,0.18,0.62,0.46,0.09,0.02
3417,0.18,0.6,0.47,0.09,0.02
3418,0.18,0.6,0.47,0.09,0.02
3419,0.18,0.58,0.47,0.09,0.02
3420,0.18,0.59,0.47,0.12,0.03
3421,0.18,0.58,0.47,0.09,0.02
3422,0.18,0.55,0.46,0.1,0.02
3423,0.18,0.55,0.46,0.09,0.02
3424,0.18,0.53,0.46,0.1,0.02
3425,0.18,0.5,0.46,0.13,0.02
3426,0.18,0.5,0.46,0.13,0.02
3427,0.18,0.43,0.46,0.13,0.02
3428,0.18,0.45,0.46,0.13,0.02
3429,0.18,0.42,0.46,0.13,0.02
3430,0.18,0.41,0.46,0.13,0.02
3431,0.21,0.37,0.46,0.14,0.02
3432,0.18,0.4,0.46,0.12,0.02
3433,0.18,0.45,0.46,0.12,0.02
3434,0.18,0.43,0.46,0.12,0.02
3435,0.18,0.4,0.46,0.12,0.02
3436,0.18,0.4,0.46,0.12,0.02
3437,0.18,0.39,0.46,0.11,0.02
3438,0.18,0.33,0.46,0.11,0.02
3439,0.18,0.33,0.46,0.11,0.02
3440,0.18,0.33,0.46,0.11,0.02
3441,0.18,0.33,0.46,0.11,0.02
3442,0.18,0.33,0.46,0.11,0.02
3443,0.18,0.33,0.46,0.11,0.02
3444,0.18,0.33,0.46,0.11,0.02
3445,0.18,0.33,0.46,0.1,0.02
3446,0.18,0.33,0.46,0.1,0.02
3447,0.2,0.34,0.47,0.12,0.03
3448,0.19,0.33,0.47,0.12,0.02
3449,0.19,0.33,0.47,0.11,0.02
3450,0.19,0.33,0.47,0.11,0.02
3451,0.19,0.33,0.47,0.11,0.03
3452,0.18,0.33,0.47,0.16,0.04
3453,0.18,0.33,0.47,0.11,0.02
3454,0.18,0.33,0.47,0.11,0.03
3455,0.18,0.33,0.47,0.11,0.03
3456,0.18,0.33,0.47,0.11,0.02
3457,0.18,0.33,0.47,0.11,0.02
3458,0.18,0.33,0.47,0.11,0.03
3459,0.18,0.33,0.47,0.11,0.02
3460,0.18,0.43,0.47,0.11,0.02
3461,0.18,0.44,0.47,0.11,0.02
3462,0.18,0.44,0.47,0.1,0.03
3463,0.24,0.42,0.47,0.13,0.04
3464,0.18,0.39,0.47,0.11,0.02
3465,0.18,0.38,0.47,0.11,0.02
3466,0.18,0.37,0.47,0.11,0.03
3467,0.18,0.38,0.47,0.11,0.03
3468,0.18,0.38,0.47,0.11,0.03
3469,0.18,0.37,0.47,0.11,0.03
3470,0.18,0.36,0.47,0.11,0.02
3471,0.18,0.32,0.47,0.11,0.02
3472,0.18,0.32,0.46,0.11,0.02
3473,0.18,0.32,0.47,0.13,0.02
3474,0.21,0.33,0.47,0.15,0.04
3475,0.18,0.32,0.47,0.14,0.02
3476,0.18,0.32,0.47,0.14,0.03
3477,0.18,0.32,0.47,0.14,0.02
3478,0.18,0.32,0.47,0.15,0.02
3479,0.18,0.31,0.47,0.15,0.02
3480,0.18,0.31,0.47,0.15,0.03
3481,0.18,0.31,0.47,0.15,0.03
3482,0.18,0.32,0.46,0.14,0.02
3483,0.18,0.32,0.47,0.14,0.02
3484,0.18,0.32,0.47,0.13,0.02
3485,0.18,0.32,0.47,0.13,0.02
3486,0.18,0.31,0.47,0.13,0.02
3487,0.18,0.32,0.47,0.13,0.03
3488,0.18,0.32,0.47,0.13,0.02
3489,0.18,0.32,0.47,0.13,0.02
3490,0.18,0.32,0.47,0.12,0.03
3491,0.18,0.34,0.47,0.12,0.02
3492,0.18,0.32,0.47,0.12,0.02
3493,0.18,0.31,0.47,0.12,0.02
3494,0.18,0.31,0.47,0.12,0.03
3495,0.18,0.31,0.49,0.16,0.04
3496,0.18,0.31,0.47,0.12,0.02
3497,0.18,0.31,0.47,0.12,0.02
3498,0.18,0.32,0.47,0.12,0.02
3499,0.18,0.32,0.47,0.12,0.02
3500,0.18,0.32,0.47,0.12,0.02
3501,0.18,0.32,0.47,0.12,0.02
3502,0.18,0.32,0.47,0.12,0.03
3503,0.18,0.32,0.47,0.11,0.03
3504,0.18,0.32,0.47,0.11,0.03
3505,0.18,0.32,0.47,0.11,0.02
3506,0.22,0.33,0.47,0.13,0.04
3507,0.19,0.32,0.47,0.11,0.03
3508,0.18,0.32,0.47,0.11,0.02
3509,0.18,0.32,0.47,0.11,0.03
3510,0.18,0.32,0.47,0.11,0.02
3511,0.18,0.32,0.47,0.11,0.02
3512,0.18,0.32,0.47,0.11,0.02
3513,0.18,0.32,0.47,0.11,0.02
3514,0.18,0.32,0.47,0.11,0.02
3515,0.18,0.32,0.47,0.11,0.03
3516,0.18,0.32,0.47,0.11,0.03
3517,0.18,0.32,0.47,0.1,0.02
3518,0.18,0.32,0.47,0.1,0.02
3519,0.19,0.32,0.47,0.1,0.02
3520,0.19,0.32,0.5,0.1,0.02
3521,0.18,0.32,0.52,0.11,0.03
3522,0.19,0.32,0.52,0.11,0.03
3523,0.19,0.32,0.51,0.11,0.02
3524,0.19,0.32,0.51,0.11,0.03
3525,0.18,0.32,0.51,0.11,0.03
3526,0.19,0.32,0.51,0.12,0.03
3527,0.18,0.32,0.51,0.18,0.04
3528,0.18,0.32,0.5,0.13,0.03
3529,0.18,0.32,0.5,0.13,0.02
3530,0.18,0.32,0.5,0.13,0.03
3531,0.19,0.32,0.5,0.13,0.03
3532,0.19,0.32,0.5,0.13,0.03
3533,0.18,0.32,0.5,0.13,0.02
3534,0.18,0.32,0.5,0.13,0.02
3535,0.18,0.32,0.5,0.13,0.02
3536,0.18,0.32,0.5,0.13,0.03
3537,0.18,0.33,0.5,0.13,0.03
3538,0.24,0.35,0.5,0.16,0.04
3539,0.18,0.33,0.5,0.13,0.02
3540,0.18,0.33,0.5,0.14,0.03
3541,0.18,0.33,0.49,0.14,0.03
3542,0.18,0.33,0.49,0.15,0.02
3543,0.18,0.33,0.49,0.14,0.03
3544,0.18,0.33,0.49,0.14,0.03
3545,0.18,0.33,0.49,0.13,0.03
3546,0.18,0.33,0.49,0.13,0.02
3547,0.18,0.33,0.49,0.13,0.02
3548,0.18,0.33,0.49,0.13,0.03
3549,0.18,0.33,0.49,0.13,0.03
3550,0.18,0.33,0.49,0.12,0.02
3551,0.18,0.33,0.48,0.12,0.03
3552,0.18,0.33,0.49,0.12,0.03
3553,0.18,0.33,0.49,0.12,0.03
3554,0.18,0.33,0.48,0.12,0.02
3555,0.18,0.33,0.48,0.12,0.02
3556,0.18,0.33,0.48,0.12,0.03
3557,0.18,0.33,0.48,0.12,0.03
3558,0.18,0.33,0.48,0.12,0.03
3559,0.19,0.33,0.5,0.16,0.04
3560,0.19,0.33,0.48,0.12,0.03
3561,0.19,0.33,0.48,0.12,0.02
3562,0.19,0.33,0.48,0.12,0.03
3563,0.19,0.33,0.48,0.12,0.02
3564,0.19,0.33,0.48,0.12,0.03
3565,0.18,0.33,0.48,0.12,0.03
3566,0.18,0.33,0.48,0.12,0.02
3567,0.19,0.33,0.48,0.12,0.03
3568,0.18,0.33,0.48,0.12,0.02
3569,0.18,0.34,0.48,0.11,0.02
3570,0.18,0.33,0.48,0.11,0.02
3571,0.18,0.33,0.48,0.11,0.02
3572,0.19,0.33,0.48,0.12,0.02
3573,0.18,0.33,0.47,0.12,0.02
3574,0.18,0.33,0.48,0.12,0.03
3575,0.18,0.33,0.48,0.12,0.03
3576,0.18,0.33,0.48,0.12,0.03
3577,0.18,0.33,0.48,0.12,0.03
3578,0.18,0.33,0.48,0.12,0.02
3579,0.18,0.33,0.48,0.12,0.03
3580,0.18,0.37,0.49,0.15,0.04
3581,0.18,0.33,0.48,0.12,0.02
3582,0.18,0.33,0.48,0.12,0.02
3583,0.18,0.33,0.47,0.12,0.03
3584,0.18,0.33,0.48,0.12,0.02
3585,0.18,0.33,0.47,0.12,0.02
3586,0.18,0.33,0.48,0.12,0.02
3587,0.18,0.33,0.48,0.12,0.02
3588,0.17,0.33,0.48,0.12,0.02
3589,0.18,0.34,0.48,0.12,0.02
3590,0.17,0.34,0.48,0.12,0.03
3591,0.17,0.34,0.48,0.12,0.02
3592,0.17,0.33,0.48,0.12,0.02
3593,0.17,0.33,0.48,0.12,0.02
3594,0.18,0.34,0.47,0.12,0.03
3595,0.17,0.34,0.47,0.12,0.02
3596,0.17,0.34,0.47,0.12,0.03
3597,0.17,0.33,0.47,0.12,0.03
3598,0.17,0.34,0.47,0.12,0.03
3599,0.17,0.34,0.47,0.12,0.03
3600,0.17,0.33,0.47,0.12,0.02
3601,0.21,0.34,0.47,0.13,0.04
3602,0.18,0.33,0.46,0.12,0.02
3603,0.18,0.34,0.46,0.12,0.02
3604,0.18,0.34,0.47,0.12,0.02
3605,0.18,0.34,0.47,0.12,0.02
3606,0.17,0.34,0.47,0.12,0.03
3607,0.17,0.34,0.47,0.12,0.03
3608,0.18,0.34,0.47,0.12,0.03
3609,0.18,0.34,0.47,0.12,0.03
3610,0.18,0.34,0.47,0.12,0.03
3611,0.17,0.38,0.48,0.15,0.04
3612,0.18,0.35,0.47,0.12,0.03
3613,0.18,0.34,0.47,0.12,0.03
3614,0.18,0.34,0.47,0.13,0.03
3615,0.18,0.34,0.47,0.13,0.03
3616,0.18,0.34,0.47,0.13,0.03
3617,0.18,0.34,0.47,0.13,0.02
3618,0.18,0.34,0.47,0.13,0.03
3619,0.18,0.34,0.47,0.13,0.03
3620,0.18,0.34,0.47,0.13,0.03
3621,0.18,0.34,0.47,0.17,0.04
3622,0.18,0.34,0.47,0.12,0.03
3623,0.18,0.38,0.47,0.12,0.03
3624,0.18,0.39,0.47,0.12,0.02
3625,0.18,0.39,0.47,0.12,0.02
3626,0.18,0.34,0.47,0.12,0.03
3627,0.18,0.34,0.47,0.12,0.03
3628,0.18,0.34,0.47,0.12,0.02
3629,0.18,0.34,0.47,0.12,0.02
3630,0.18,0.34,0.47,0.12,0.03
3631,0.18,0.34,0.47,0.12,0.03
3632,0.18,0.34,0.47,0.12,0.03
3633,0.18,0.34,0.47,0.12,0.03
3634,0.18,0.34,0.47,0.12,0.03
3635,0.18,0.34,0.47,0.12,0.03
3636,0.18,0.34,0.47,0.12,0.03
3637,0.18,0.34,0.47,0.13,0.03
3638,0.18,0.34,0.47,0.12,0.02
3639,0.18,0.34,0.47,0.12,0.03
3640,0.18,0.34,0.47,0.12,0.03
3641,0.18,0.34,0.47,0.12,0.03
3642,0.21,0.35,0.47,0.14,0.04
3643,0.18,0.34,0.47,0.12,0.03
3644,0.18,0.34,0.47,0.12,0.03
3645,0.18,0.34,0.47,0.12,0.03
3646,0.18,0.34,0.47,0.12,0.03
3647,0.18,0.34,0.47,0.12,0.03
3648,0.18,0.34,0.47,0.13,0.03
3649,0.18,0.34,0.47,0.12,0.02
3650,0.18,0.34,0.46,0.12,0.03
3651,0.18,0.34,0.47,0.13,0.03
3652,0.18,0.34,0.49,0.16,0.04
3653,0.18,0.34,0.47,0.12,0.03
3654,0.18,0.34,0.47,0.12,0.03
3655,0.18,0.34,0.47,0.12,0.03
3656,0.18,0.34,0.47,0.12,0.03
3657,0.18,0.34,0.47,0.12,0.03
3658,0.18,0.34,0.47,0.13,0.03
3659,0.18,0.35,0.47,0.13,0.03
3660,0.18,0.34,0.47,0.12,0.03
3661,0.18,0.34,0.47,0.12,0.03
3662,0.18,0.34,0.47,0.12,0.03
3663,0.18,0.34,0.47,0.12,0.03
3664,0.18,0.34,0.47,0.12,0.03
3665,0.18,0.35,0.47,0.12,0.03
3666,0.18,0.35,0.47,0.13,0.03
3667,0.18,0.34,0.47,0.13,0.03
3668,0.18,0.34,0.47,0.13,0.03
3669,0.19,0.34,0.47,0.14,0.03
3670,0.19,0.35,0.47,0.15,0.03
3671,0.19,0.34,0.47,0.14,0.03
3672,0.19,0.35,0.47,0.14,0.03
3673,0.22,0.36,0.48,0.15,0.04
3674,0.19,0.35,0.47,0.13,0.03
3675,0.2,0.35,0.47,0.13,0.03
3676,0.2,0.35,0.48,0.12,0.03
3677,0.2,0.35,0.47,0.12,0.03
3678,0.2,0.35,0.47,0.12,0.03
3679,0.2,0.35,0.47,0.12,0.03
3680,0.19,0.35,0.47,0.12,0.03
3681,0.19,0.35,0.47,0.12,0.03
